Account ID,Full Account ID,Full User ID,Owner AMA / AUM,Connect 2021 from Opty,Connect 2021,Connect 2020 from Opty,Connect 2020,Connect 2019,Account Currency,JUNO Account ID,Kaseya Market Segment,Auto Renewal Op Out,# of Closed Won Opportunities,Account Record Type,Type,Last Activity,Last Modified Date
0013a00001ZzRTq,0013a00001ZzRTqAAN,0053a00000Q8TwqAAF,AUM,0,0,0,0,0,USD,2136,MSP,0,4,End User,Customer,2/1/2022,2/10/2022
0013a00001ZzRTs,0013a00001ZzRTsAAN,0053a00000K45ZlAAJ,,0,0,0,0,0,GBP,1597404713861369,MSP,0,0,End User,Prospect,6/21/2021,8/20/2021
0013a00001ZzRU5,0013a00001ZzRU5AAN,005j000000C0Vd6AAF,AUM,0,0,0,0,0,CAD,1793,MSP,0,0,End User,Prospect,2/21/2019,8/19/2021
0013a00001ZzRU9,0013a00001ZzRU9AAN,0053a00000POk5iAAD,AUM,0,0,0,0,0,USD,6646,General Business,0,3,End User,Customer,2/1/2022,2/10/2022
0013a00001ZzRUD,0013a00001ZzRUDAA3,0054w00000AWOcAAAX,AUM,0,0,0,0,0,USD,4349,MSP,0,2,End User,Customer,2/4/2022,2/10/2022
0013a00001ZzRUM,0013a00001ZzRUMAA3,0054w00000AR1dtAAD,AUM,0,0,0,0,0,ZAR,1037678534131915,MSP,0,1,End User,Customer,1/18/2022,2/9/2022
0013a00001ZzRUa,0013a00001ZzRUaAAN,0053a00000PATyDAAX,AUM,0,0,0,0,0,USD,5237,MSP,0,3,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRUc,0013a00001ZzRUcAAN,0054w00000AWKY4AAP,AUM,0,0,0,0,0,USD,2525,MSP,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRUg,0013a00001ZzRUgAAN,0054w00000AQzJcAAL,AUM,0,0,0,0,0,USD,4363,MSP,0,3,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRUy,0013a00001ZzRUyAAN,0053a00000OnYJTAA3,AUM,0,0,0,0,0,EUR,3636,MSP,0,1,End User,Customer,1/18/2022,10/30/2021
0013a00001ZzRV1,0013a00001ZzRV1AAN,0053a00000PATyDAAX,AUM,0,0,0,0,0,USD,5191,General Business,0,2,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRVH,0013a00001ZzRVHAA3,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,4086,MSP,0,2,End User,Customer,9/1/2021,10/30/2021
0013a00001ZzRVO,0013a00001ZzRVOAA3,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,4126,MSP,0,2,End User,Customer,9/1/2021,8/19/2021
0013a00001ZzRVX,0013a00001ZzRVXAA3,0054w00000AWKY4AAP,AUM,0,0,0,0,0,USD,1286,MSP,0,4,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRVZ,0013a00001ZzRVZAA3,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,1424,MSP,0,0,End User,Customer,9/3/2021,8/19/2021
0013a00001ZzRVe,0013a00001ZzRVeAAN,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,490,MSP,0,0,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRVn,0013a00001ZzRVnAAN,0054w00000AWJe6AAH,AUM,0,0,0,0,0,USD,6602,MSP,0,1,End User,Customer,1/31/2022,1/31/2022
0013a00001ZzRVy,0013a00001ZzRVyAAN,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,3740,MSP,0,1,End User,Customer,8/4/2020,9/9/2021
0013a00001ZzRWV,0013a00001ZzRWVAA3,0054w00000AWNrTAAX,AUM,0,0,0,0,0,USD,7644,MSP,0,7,End User,Customer,1/24/2022,2/10/2022
0013a00001ZzRWW,0013a00001ZzRWWAA3,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1012281291849896,MSP,0,1,End User,Customer,12/10/2021,2/9/2022
0013a00001ZzRWl,0013a00001ZzRWlAAN,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,5110,MSP,0,3,End User,Customer,5/31/2021,10/31/2021
0013a00001ZzRWq,0013a00001ZzRWqAAN,0054w00000AWSE7AAP,AUM,0,0,0,0,0,USD,3508,MSP,0,3,End User,Customer,2/9/2022,2/10/2022
0013a00001ZzRX9,0013a00001ZzRX9AAN,0053a00000Q9TD9AAN,AUM,0,0,0,0,0,USD,4730,MSP,0,9,End User,Customer,2/8/2022,2/10/2022
0013a00001ZzRXB,0013a00001ZzRXBAA3,0053a00000PATyDAAX,AUM,0,0,0,0,0,USD,1940,MSP,0,4,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRXD,0013a00001ZzRXDAA3,0053a00000K4glZAAR,AUM,0,0,0,0,0,USD,1359,MSP,0,2,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRXE,0013a00001ZzRXEAA3,0053a00000K4glZAAR,AUM,0,0,0,0,0,USD,574,MSP,0,6,End User,Customer,1/21/2022,2/10/2022
0013a00001ZzRXF,0013a00001ZzRXFAA3,0054w00000AWKY4AAP,AUM,0,0,0,0,0,USD,4583,MSP,0,5,End User,Customer,2/24/2022,2/10/2022
0013a00001ZzRXH,0013a00001ZzRXHAA3,0053a00000OcrnkAAB,AUM,0,0,0,0,0,USD,4480,MSP,0,11,Reseller,Customer,2/9/2022,2/10/2022
0013a00001ZzRXJ,0013a00001ZzRXJAA3,0054w00000AQyUzAAL,AUM,0,0,0,0,0,USD,1031986443796673,MSP,0,1,End User,Customer,1/20/2022,2/9/2022
0013a00001ZzRXv,0013a00001ZzRXvAAN,0054w00000AWVg4AAH,AUM,0,0,0,0,0,USD,469,MSP,0,4,End User,Customer,2/4/2022,2/10/2022
0013a00001ZzRY5,0013a00001ZzRY5AAN,0053a00000PdknFAAR,AUM,0,0,0,0,0,USD,2520,MSP,0,5,End User,Customer,2/8/2022,2/10/2022
0013a00001ZzRY7,0013a00001ZzRY7AAN,0054w00000AWJkdAAH,AUM,1,1,0,0,0,USD,3672,MSP,0,4,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRYI,0013a00001ZzRYIAA3,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,1215,MSP,0,2,End User,Customer,3/16/2022,12/14/2021
0013a00001ZzRYO,0013a00001ZzRYOAA3,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,1020638146298031,MSP,0,0,End User,Customer,11/5/2019,2/9/2022
0013a00001ZzRYP,0013a00001ZzRYPAA3,0054w00000AWVg4AAH,AUM,0,0,0,0,0,USD,6615,MSP,0,1,End User,Customer,1/20/2022,2/10/2022
0013a00001ZzRYX,0013a00001ZzRYXAA3,0054w00000AWbXXAA1,AUM,0,0,0,0,0,USD,5224,MSP,0,0,End User,Customer,2/7/2022,2/8/2022
0013a00001ZzRYc,0013a00001ZzRYcAAN,0054w00000AQzJcAAL,AUM,0,0,0,0,0,USD,3687,MSP,0,1,End User,Partner,1/19/2022,2/10/2022
0013a00001ZzRYv,0013a00001ZzRYvAAN,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1004049180065955,MSP,0,0,End User,Customer,12/10/2021,8/20/2021
0013a00001ZzRYw,0013a00001ZzRYwAAN,0053a00000K45fFAAR,,0,0,0,0,0,USD,6636,MSP,0,2,End User,Customer,1/14/2020,12/31/2021
0013a00001ZzRYy,0013a00001ZzRYyAAN,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1023824073195703,MSP,0,1,End User,Customer,12/10/2021,2/9/2022
0013a00001ZzRZX,0013a00001ZzRZXAA3,0053a00000NLxSqAAL,AUM,0,0,0,0,0,USD,6983,MSP,0,2,End User,Customer,2/4/2022,2/10/2022
0013a00001ZzRaD,0013a00001ZzRaDAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,NZD,1811,MSP,0,0,End User,Customer,,8/19/2021
0013a00001ZzRaF,0013a00001ZzRaFAAV,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,7075,MSP,0,4,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRaO,0013a00001ZzRaOAAV,0053a00000OnYJTAA3,AUM,0,0,0,0,0,EUR,1546,MSP,0,7,End User,Customer,1/25/2022,2/9/2022
0013a00001ZzRaT,0013a00001ZzRaTAAV,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,6260,MSP,0,2,End User,Customer,2/3/2022,2/10/2022
0013a00001ZzRaX,0013a00001ZzRaXAAV,0054w00000AWTxcAAH,AUM,0,0,0,0,0,USD,3295,MSP,0,3,End User,Customer,1/19/2022,12/29/2021
0013a00001ZzRae,0013a00001ZzRaeAAF,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1149299372146875,MSP,0,1,End User,Customer,12/10/2021,2/9/2022
0013a00001ZzRah,0013a00001ZzRahAAF,0054w00000AWKXpAAP,AUM,0,0,0,0,0,USD,7521,MSP,0,4,End User,Customer,2/3/2022,2/10/2022
0013a00001ZzRai,0013a00001ZzRaiAAF,0054w00000AWJe6AAH,AUM,0,0,0,0,0,USD,1819,MSP,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRaw,0013a00001ZzRawAAF,0053a00000NL46fAAD,,0,0,0,0,0,USD,6633,MSP,0,0,End User,Prospect,12/2/2020,8/19/2021
0013a00001ZzRb2,0013a00001ZzRb2AAF,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,2483,MSP,0,0,End User,Prospect,11/29/2018,8/19/2021
0013a00001ZzRb3,0013a00001ZzRb3AAF,0053a00000OnYJTAA3,AUM,0,0,0,0,0,EUR,1173766531416302,MSP,0,3,End User,Customer,2/8/2022,2/9/2022
0013a00001ZzRbR,0013a00001ZzRbRAAV,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,4297,MSP,0,2,Reseller,Customer,1/19/2022,2/10/2022
0013a00001ZzRc1,0013a00001ZzRc1AAF,0054w00000AR21lAAD,AUM,0,0,0,0,0,USD,3332,MSP,0,2,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRcn,0013a00001ZzRcnAAF,0054w00000AR0oCAAT,AUM,0,0,0,0,0,USD,7992,MSP,0,5,End User,Customer,3/4/2022,2/10/2022
0013a00001ZzRd3,0013a00001ZzRd3AAF,0053a00000POk5iAAD,AUM,0,0,0,0,0,USD,1454,MSP,0,9,End User,Customer,5/2/2022,2/10/2022
0013a00001ZzRdC,0013a00001ZzRdCAAV,0054w00000AWbXcAAL,AUM,0,0,0,0,0,GBP,1360803734945986,MSP,1,3,End User,Customer,1/18/2022,2/9/2022
0013a00001ZzRdN,0013a00001ZzRdNAAV,0054w00000AWOdwAAH,AUM,0,0,0,0,0,USD,4435,MSP,0,3,End User,Customer,1/27/2022,2/10/2022
0013a00001ZzRdP,0013a00001ZzRdPAAV,0054w00000AWSE7AAP,AUM,0,0,0,0,0,USD,8611,MSP,0,5,End User,Customer,2/4/2022,2/10/2022
0013a00001ZzRdQ,0013a00001ZzRdQAAV,0054w00000AR21RAAT,AUM,0,0,0,0,0,USD,6745,MSP,0,4,End User,Customer,2/10/2022,2/1/2022
0013a00001ZzRe7,0013a00001ZzRe7AAF,0054w00000AR2rrAAD,AUM,0,0,0,0,0,EUR,273145145213093,MSP,0,4,End User,Customer,2/3/2022,2/10/2022
0013a00001ZzReI,0013a00001ZzReIAAV,0053a00000K4DHLAA3,,0,0,0,0,0,USD,2109,MSP,0,0,End User,Prospect,2/16/2021,8/19/2021
0013a00001ZzReW,0013a00001ZzReWAAV,0053a00000K4glZAAR,AUM,0,0,0,0,0,USD,1851,MSP,0,1,End User,Customer,1/19/2022,12/14/2021
0013a00001ZzRfB,0013a00001ZzRfBAAV,0054w00000AR21qAAD,AUM,0,0,0,0,0,USD,9158,MSP,0,1,End User,Customer,2/9/2022,2/10/2022
0013a00001ZzRfC,0013a00001ZzRfCAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,3984,MSP,0,0,End User,Prospect,6/12/2019,8/19/2021
0013a00001ZzRfJ,0013a00001ZzRfJAAV,0053a00000OnYJTAA3,AUM,0,0,0,0,0,EUR,1687262369955971,MSP,1,4,End User,Customer,1/18/2022,2/9/2022
0013a00001ZzRfV,0013a00001ZzRfVAAV,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,6765,MSP,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRfZ,0013a00001ZzRfZAAV,0054w00000AWKwzAAH,AUM,0,0,0,0,0,USD,4886,MSP,0,2,End User,Customer,2/1/2022,2/10/2022
0013a00001ZzRfh,0013a00001ZzRfhAAF,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,9266,General Business,0,0,End User,Partner,4/26/2021,2/10/2022
0013a00001ZzRfj,0013a00001ZzRfjAAF,0054w00000AR1dtAAD,AUM,0,0,0,0,0,GBP,6698,MSP,0,0,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRfr,0013a00001ZzRfrAAF,0054w00000AWOcAAAX,AUM,0,0,0,0,0,USD,6651,MSP,1,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRfu,0013a00001ZzRfuAAF,0054w00000AR0kPAAT,AUM,0,0,0,0,0,GBP,1042353612472530,MSP,0,1,End User,Customer,1/18/2022,2/9/2022
0013a00001ZzRg1,0013a00001ZzRg1AAF,0054w00000AR3YCAA1,AUM,0,0,0,0,0,USD,2680,MSP,0,1,End User,Customer,2/4/2022,2/10/2022
0013a00001ZzRgB,0013a00001ZzRgBAAV,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,4054,MSP,0,2,End User,Customer,11/1/2021,2/10/2022
0013a00001ZzRgC,0013a00001ZzRgCAAV,0054w00000AR3YCAA1,AUM,0,0,0,0,0,USD,5447,MSP,0,4,Reseller,Customer,2/10/2022,2/10/2022
0013a00001ZzRgH,0013a00001ZzRgHAAV,0054w00000AWKwaAAH,AUM,0,0,0,0,0,AUD,4477,MSP,0,3,End User,Customer,1/23/2022,2/10/2022
0013a00001ZzRgK,0013a00001ZzRgKAAV,0054w00000AWKXpAAP,AUM,0,0,0,0,0,USD,5302,MSP,0,3,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRgQ,0013a00001ZzRgQAAV,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,3877,MSP,0,6,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRgR,0013a00001ZzRgRAAV,0053a00000OcrnkAAB,AUM,0,0,0,0,0,USD,4692,MSP,0,13,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRgY,0013a00001ZzRgYAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,1089873346052228,MSP,0,0,End User,Prospect,7/24/2019,8/20/2021
0013a00001ZzRgq,0013a00001ZzRgqAAF,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1013580183060650,MSP,0,2,End User,Customer,12/10/2021,2/9/2022
0013a00001ZzRgw,0013a00001ZzRgwAAF,0053a00000K48hJAAR,,0,0,0,0,0,AUD,6672,MSP,0,0,End User,Prospect,4/5/2021,8/19/2021
0013a00001ZzRgx,0013a00001ZzRgxAAF,0053a00000OnYJTAA3,AUM,0,0,0,0,0,USD,1020936184365233,MSP,0,3,End User,Customer,2/10/2022,2/9/2022
0013a00001ZzRgy,0013a00001ZzRgyAAF,0054w00000AWTxXAAX,AUM,0,0,0,0,0,USD,6664,MSP,0,1,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRh0,0013a00001ZzRh0AAF,0054w00000AR30tAAD,AUM,0,0,0,0,0,USD,1191,MSP,0,2,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRh2,0013a00001ZzRh2AAF,0053a00000NLxSqAAL,AUM,0,0,0,0,0,USD,4647,MSP,0,2,End User,Customer,1/28/2022,2/10/2022
0013a00001ZzRh4,0013a00001ZzRh4AAF,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1046519531700448,MSP,0,1,End User,Customer,12/10/2021,2/9/2022
0013a00001ZzRhj,0013a00001ZzRhjAAF,0053a00000K4glZAAR,AUM,0,0,0,0,0,USD,2192,MSP,0,1,End User,Customer,6/9/2022,2/10/2022
0013a00001ZzRhl,0013a00001ZzRhlAAF,0053a00000Pei4zAAB,AUM,0,0,0,0,0,USD,4834,MSP,0,7,End User,Customer,2/9/2022,2/10/2022
0013a00001ZzRiO,0013a00001ZzRiOAAV,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,4596,MSP,0,14,Reseller,Customer,2/22/2022,2/10/2022
0013a00001ZzRiT,0013a00001ZzRiTAAV,0053a00000NLxSqAAL,AUM,0,0,0,0,0,USD,6697,MSP,0,1,End User,Customer,1/19/2022,1/7/2022
0013a00001ZzRig,0013a00001ZzRigAAF,0054w00000AWSEvAAP,AUM,0,0,0,0,0,USD,1183,MSP,0,0,End User,Customer,2/15/2022,2/10/2022
0013a00001ZzRip,0013a00001ZzRipAAF,0053a00000K4qNXAAZ,AUM,0,0,0,0,0,USD,4710,MSP,0,12,End User,Customer,3/3/2022,2/10/2022
0013a00001ZzRj1,0013a00001ZzRj1AAF,0054w00000AWTxXAAX,AUM,0,0,0,0,0,USD,6652,MSP,0,3,Reseller,Customer,2/10/2022,12/6/2021
0013a00001ZzRjC,0013a00001ZzRjCAAV,0054w00000AWWzqAAH,AUM,0,0,0,0,0,CAD,3092,MSP,0,2,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRjS,0013a00001ZzRjSAAV,0054w00000AWKXpAAP,AUM,0,0,0,0,0,USD,4996,MSP,0,2,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRjT,0013a00001ZzRjTAAV,0054w00000AR3YHAA1,AUM,0,0,0,0,0,USD,4036,MSP,0,3,End User,Customer,1/31/2022,2/10/2022
0013a00001ZzRjd,0013a00001ZzRjdAAF,0053a00000K4qNXAAZ,AUM,0,0,0,0,0,USD,1797,MSP,0,1,End User,Customer,4/26/2022,2/10/2022
0013a00001ZzRje,0013a00001ZzRjeAAF,0054w00000AR21qAAD,AUM,0,0,0,0,0,CAD,3917,MSP,0,5,End User,Customer,3/10/2022,2/10/2022
0013a00001ZzRjf,0013a00001ZzRjfAAF,0054w00000AWSEvAAP,AUM,0,0,0,0,0,USD,3906,MSP,0,6,End User,Customer,2/3/2022,2/10/2022
0013a00001ZzRjo,0013a00001ZzRjoAAF,0053a00000Q8txVAAR,AUM,0,0,0,0,0,USD,2076,MSP,0,0,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRjt,0013a00001ZzRjtAAF,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,6655,MSP,0,1,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRju,0013a00001ZzRjuAAF,005j000000C0Vd6AAF,AUM,0,0,0,0,0,CAD,6826,MSP,0,1,End User,Customer,9/28/2021,8/20/2021
0013a00001ZzRjw,0013a00001ZzRjwAAF,0054w00000AWTxcAAH,AUM,0,0,0,0,0,USD,6660,MSP,0,1,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRkE,0013a00001ZzRkEAAV,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,3129,MSP,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRkS,0013a00001ZzRkSAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,2766,MSP,0,0,End User,Prospect,10/12/2018,10/31/2021
0013a00001ZzRkk,0013a00001ZzRkkAAF,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,1034834272125126,MSP,0,1,End User,Customer,3/27/2019,9/9/2021
0013a00001ZzRkr,0013a00001ZzRkrAAF,0054w00000AWJe6AAH,AUM,0,0,0,0,0,USD,8019,MSP,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRky,0013a00001ZzRkyAAF,0054w00000AWKY4AAP,AUM,0,0,0,0,0,USD,5154,MSP,1,11,End User,Customer,2/28/2022,2/10/2022
0013a00001ZzRl8,0013a00001ZzRl8AAF,0053a00000Q8txVAAR,AUM,0,0,0,0,0,USD,3845,MSP,0,5,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRlM,0013a00001ZzRlMAAV,0054w00000AWX26AAH,AUM,0,0,0,0,0,CAD,6755,MSP,0,4,End User,Customer,1/27/2022,2/10/2022
0013a00001ZzRlp,0013a00001ZzRlpAAF,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,6657,MSP,0,0,Reseller,Customer,9/21/2021,8/21/2021
0013a00001ZzRm4,0013a00001ZzRm4AAF,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,4143,MSP,0,1,End User,Customer,10/8/2021,8/19/2021
0013a00001ZzRmJ,0013a00001ZzRmJAAV,0053a00000PATyDAAX,AUM,0,0,0,0,0,USD,1200,MSP,0,5,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRmS,0013a00001ZzRmSAAV,0054w00000AR1dtAAD,AUM,0,0,0,0,0,GBP,2262160740450441,MSP,0,1,End User,Customer,2/8/2022,2/9/2022
0013a00001ZzRmT,0013a00001ZzRmTAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,3856,MSP,0,1,End User,Customer,3/11/2021,12/22/2021
0013a00001ZzRmW,0013a00001ZzRmWAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,6803,MSP,0,0,End User,Prospect,4/15/2019,8/19/2021
0013a00001ZzRn3,0013a00001ZzRn3AAF,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,6725,MSP,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRn9,0013a00001ZzRn9AAF,0054w00000AWYqCAAX,AUM,0,0,0,0,0,AUD,6684,MSP,0,5,End User,Customer,12/21/2021,2/10/2022
0013a00001ZzRnJ,0013a00001ZzRnJAAV,0054w00000AR21RAAT,AUM,0,0,0,0,0,USD,6753,MSP,0,5,Partner Account Record Type,Partner,2/16/2022,2/10/2022
0013a00001ZzRnK,0013a00001ZzRnKAAV,0054w00000AWKY4AAP,AUM,0,0,0,0,0,USD,5805,MSP,0,2,End User,Customer,1/27/2022,2/10/2022
0013a00001ZzRnR,0013a00001ZzRnRAAV,0054w00000AR21RAAT,AUM,0,0,0,0,0,USD,725,MSP,0,2,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRnV,0013a00001ZzRnVAAV,0054w00000AR0kPAAT,AUM,0,0,0,0,0,EUR,2708,MSP,0,3,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRnn,0013a00001ZzRnnAAF,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,6678,MSP,0,1,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRnp,0013a00001ZzRnpAAF,0054w00000AR21RAAT,AUM,0,0,0,0,0,USD,9430,MSP,0,4,End User,Customer,2/16/2022,2/10/2022
0013a00001ZzRnq,0013a00001ZzRnqAAF,0054w00000AR3YCAA1,AUM,0,0,0,0,0,USD,5938,MSP,0,1,Reseller,Customer,2/10/2022,2/10/2022
0013a00001ZzRnr,0013a00001ZzRnrAAF,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1401591259299979,MSP,0,1,End User,Customer,12/10/2021,8/20/2021
0013a00001ZzRnv,0013a00001ZzRnvAAF,0054w00000AWKXpAAP,AUM,0,0,0,0,0,USD,10698,General Business,0,2,End User,Customer,2/3/2022,2/10/2022
0013a00001ZzRoC,0013a00001ZzRoCAAV,0054w00000AWUTxAAP,AUM,0,0,0,0,0,USD,5090,MSP,0,1,End User,Customer,1/19/2022,11/29/2021
0013a00001ZzRoL,0013a00001ZzRoLAAV,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1043421246603475,MSP,0,1,End User,Customer,12/10/2021,2/9/2022
0013a00001ZzRoR,0013a00001ZzRoRAAV,0054w00000AWJkdAAH,AUM,0,0,0,0,0,USD,2323,MSP,0,1,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRol,0013a00001ZzRolAAF,0054w00000AWX26AAH,AUM,0,0,0,0,0,USD,4007,MSP,0,8,End User,Customer,2/7/2022,2/10/2022
0013a00001ZzRom,0013a00001ZzRomAAF,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,472,MSP,0,1,End User,Customer,1/19/2022,8/19/2021
0013a00001ZzRoo,0013a00001ZzRooAAF,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,303249582768308,MSP,0,6,End User,Customer,12/10/2021,2/9/2022
0013a00001ZzRor,0013a00001ZzRorAAF,0054w00000AR0kZAAT,AUM,0,0,0,0,0,GBP,3846,MSP,0,1,End User,Customer,2/7/2022,2/9/2022
0013a00001ZzRot,0013a00001ZzRotAAF,0054w00000AWX2LAAX,AUM,0,0,0,0,0,CAD,6771,MSP,0,1,End User,Customer,2/3/2022,2/10/2022
0013a00001ZzRp4,0013a00001ZzRp4AAF,0054w00000AR0oCAAT,AUM,0,0,0,0,0,USD,3443,MSP,0,2,End User,Customer,2/9/2022,2/10/2022
0013a00001ZzRpF,0013a00001ZzRpFAAV,0054w00000AWSEvAAP,AUM,0,0,0,0,0,USD,11659,MSP,0,1,End User,Customer,1/21/2022,2/10/2022
0013a00001ZzRpQ,0013a00001ZzRpQAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,3022,MSP,0,0,End User,Customer,12/10/2019,8/19/2021
0013a00001ZzRpc,0013a00001ZzRpcAAF,0054w00000AWROaAAP,,0,0,0,0,0,USD,8791,MSP,0,7,Reseller,Customer,1/19/2022,1/26/2022
0013a00001ZzRpu,0013a00001ZzRpuAAF,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1025164450627769,MSP,0,1,End User,Customer,12/10/2021,2/9/2022
0013a00001ZzRq1,0013a00001ZzRq1AAF,0053a00000K45lXAAR,AUM,0,0,0,0,0,CAD,7892,MSP,0,1,End User,Customer,12/14/2021,12/14/2021
0013a00001ZzRq3,0013a00001ZzRq3AAF,0054w00000AR3YCAA1,AUM,0,0,0,0,0,CAD,6705,MSP,0,4,End User,Customer,2/8/2022,2/10/2022
0013a00001ZzRq6,0013a00001ZzRq6AAF,0054w00000AWKXpAAP,AUM,0,0,0,0,0,USD,6680,MSP,0,2,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRq9,0013a00001ZzRq9AAF,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,6683,MSP,0,1,End User,Customer,12/31/2021,2/10/2022
0013a00001ZzRqB,0013a00001ZzRqBAAV,0054w00000AWKXpAAP,AUM,0,0,0,0,0,USD,2347,MSP,0,0,End User,Customer,1/31/2022,2/10/2022
0013a00001ZzRqW,0013a00001ZzRqWAAV,0054w00000AWKwaAAH,AUM,0,0,0,0,0,NZD,1451,MSP,0,15,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzRqf,0013a00001ZzRqfAAF,0054w00000AR0kPAAT,AUM,0,0,0,0,0,GBP,1275,MSP,0,3,End User,Customer,2/15/2022,2/10/2022
0013a00001ZzRqs,0013a00001ZzRqsAAF,0054w00000AWJe6AAH,AUM,0,0,0,0,0,USD,5196,MSP,0,2,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzRr4,0013a00001ZzRr4AAF,0054w00000AWOblAAH,AMA,0,0,0,0,0,USD,5721,MSP,0,5,End User,Customer,1/19/2022,2/8/2022
0013a00001ZzRrP,0013a00001ZzRrPAAV,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,1026422385393850,MSP,0,1,End User,Customer,12/10/2021,8/20/2021
0013a00001ZzRrQ,0013a00001ZzRrQAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,7587,MSP,0,0,End User,Customer,9/8/2021,10/30/2021
0013a00001ZzRrT,0013a00001ZzRrTAAV,0054w00000AR3YHAA1,AUM,0,0,0,0,0,USD,3855,MSP,0,1,End User,Customer,1/19/2022,2/10/2022
